time_segment,VisitorCount,DayOfWeek,is_official_holiday,is_school_holiday,is_bridge_day,Weekday,Month,Winter,Spring,Summer,Autumn,after_holiday,after_bridge,after_school_holiday,precip_quantity,temp_avg,wind_speed_10m,humidity_rel_shelter_avg,pressure,sun_duration
Noon,80,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0,17.34,3.11,76.11,1029.53,366.83
Morning,88,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,18.31,3.68,70.59,1022.83,688.25
Noon,113,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,18.31,3.68,70.59,1022.83,688.25
AfterNoor,46,Monday,0,0,0,0,4,0,1,0,0,0,0,1,4.24,8.8,5.07,76.11,1007.49,307.75
Noon,102,Monday,0,0,0,0,4,0,1,0,0,0,0,1,4.24,8.8,5.07,76.11,1007.49,307.75
AfterNoor,26,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,11.8,7.77,5,87.62,1006.59,148.25
Morning,31,Tuesday,0,0,0,1,4,0,1,0,0,0,0,1,11.8,7.77,5,87.62,1006.59,148.25
Noon,45,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,11.8,7.77,5,87.62,1006.59,148.25
AfterNoor,45,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,4.47,6.17,2.34,86.95,1012.39,405.08
Morning,58,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,4.47,6.17,2.34,86.95,1012.39,405.08
Noon,31,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,4.47,6.17,2.34,86.95,1012.39,405.08
AfterNoor,36,Friday,0,0,0,4,4,0,1,0,0,0,0,0,6.65,8.78,5.72,82.21,1012.88,167.83
Morning,45,Friday,0,0,0,4,4,0,1,0,0,0,0,0,6.65,8.78,5.72,82.21,1012.88,167.83
Noon,40,Friday,0,0,0,4,4,0,1,0,0,0,0,0,6.65,8.78,5.72,82.21,1012.88,167.83
Morning,81,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,0.81,7.6,4.01,75.66,1022.08,294.92
Noon,103,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,0.81,7.6,4.01,75.66,1022.08,294.92
AfterNoor,60,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0.18,6.5,2.17,71.95,1024.14,431.92
Noon,83,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0.18,6.5,2.17,71.95,1024.14,431.92
AfterNoor,40,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.08,6.4,2.34,71.06,1019.15,634.58
Morning,53,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.08,6.4,2.34,71.06,1019.15,634.58
Noon,58,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.08,6.4,2.34,71.06,1019.15,634.58
AfterNoor,45,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,2.14,6.75,3.87,79.4,1010.88,352.42
Morning,64,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,2.14,6.75,3.87,79.4,1010.88,352.42
Noon,35,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,2.14,6.75,3.87,79.4,1010.88,352.42
AfterNoor,39,Friday,0,0,0,4,4,0,1,0,0,0,0,0,1.49,9.18,1.64,81.21,1003.32,31.17
Morning,56,Friday,0,0,0,4,4,0,1,0,0,0,0,0,1.49,9.18,1.64,81.21,1003.32,31.17
Noon,50,Friday,0,0,0,4,4,0,1,0,0,0,0,0,1.49,9.18,1.64,81.21,1003.32,31.17
Morning,79,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,3.96,12.78,2.49,79.23,1003.14,174.08
Noon,94,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,3.96,12.78,2.49,79.23,1003.14,174.08
AfterNoor,67,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,13.66,1.9,73.56,1017.7,496.08
Noon,88,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,13.66,1.9,73.56,1017.7,496.08
AfterNoor,62,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.13,17,1.95,76.55,1013.83,543.5
Morning,78,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.13,17,1.95,76.55,1013.83,543.5
Noon,86,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,1.13,17,1.95,76.55,1013.83,543.5
AfterNoor,56,Friday,0,0,0,4,5,0,1,0,0,0,0,0,15.6,11.7,3.28,88.12,1009.62,212.58
Morning,65,Friday,0,0,0,4,5,0,1,0,0,0,0,0,15.6,11.7,3.28,88.12,1009.62,212.58
Noon,49,Friday,0,0,0,4,5,0,1,0,0,0,0,0,15.6,11.7,3.28,88.12,1009.62,212.58
Morning,112,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,9.26,10.84,1.66,90.86,1011.71,151
Noon,113,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,9.26,10.84,1.66,90.86,1011.71,151
AfterNoor,61,Monday,0,0,0,0,5,0,1,0,0,0,0,0,10.86,14.36,1.81,89.7,1007.68,67
Noon,102,Monday,0,0,0,0,5,0,1,0,0,0,0,0,10.86,14.36,1.81,89.7,1007.68,67
AfterNoor,48,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,2.44,15.21,2.67,80.54,1018.53,446.92
Morning,33,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,2.44,15.21,2.67,80.54,1018.53,446.92
Noon,43,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,2.44,15.21,2.67,80.54,1018.53,446.92
AfterNoor,73,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.42,1.71,84.18,1027.02,0.08
Morning,57,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.42,1.71,84.18,1027.02,0.08
Noon,62,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,0,12.42,1.71,84.18,1027.02,0.08
AfterNoor,100,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,16.66,1.66,72.07,1022.54,785.75
Morning,100,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,16.66,1.66,72.07,1022.54,785.75
Noon,91,Friday,0,0,1,4,5,0,1,0,0,0,0,0,0,16.66,1.66,72.07,1022.54,785.75
Morning,115,Saturday,0,0,0,5,5,0,1,0,0,0,1,0,0,18.84,3.02,67.53,1019.6,809.25
Noon,114,Saturday,0,0,0,5,5,0,1,0,0,0,1,0,0,18.84,3.02,67.53,1019.6,809.25
AfterNoor,66,Monday,0,0,0,0,5,0,1,0,0,0,1,0,0.2,19.17,2.43,77.55,1008.96,681.25
Noon,94,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0.2,19.17,2.43,77.55,1008.96,681.25
AfterNoor,44,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,20.07,3.14,69.73,1003.7,676.42
Morning,63,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,20.07,3.14,69.73,1003.7,676.42
Noon,61,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,20.07,3.14,69.73,1003.7,676.42
AfterNoor,49,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,7.7,15.69,1.5,92.49,1005.49,7.5
Morning,32,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,7.7,15.69,1.5,92.49,1005.49,7.5
Noon,38,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,7.7,15.69,1.5,92.49,1005.49,7.5
AfterNoor,45,Friday,0,0,0,4,5,0,1,0,0,0,0,0,5.15,14.78,3,90.03,1008.04,173.83
Morning,58,Friday,0,0,0,4,5,0,1,0,0,0,0,0,5.15,14.78,3,90.03,1008.04,173.83
Noon,55,Friday,0,0,0,4,5,0,1,0,0,0,0,0,5.15,14.78,3,90.03,1008.04,173.83
Morning,80,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0,15.41,2.22,88.98,1010.56,154.42
Noon,104,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0,15.41,2.22,88.98,1010.56,154.42
AfterNoor,38,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.98,16.07,1.63,90.3,1006.85,157
Morning,89,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.98,16.07,1.63,90.3,1006.85,157
Noon,72,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.98,16.07,1.63,90.3,1006.85,157
AfterNoor,42,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.09,15.57,3.47,82.69,1008.48,235.92
Morning,48,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.09,15.57,3.47,82.69,1008.48,235.92
Noon,46,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.09,15.57,3.47,82.69,1008.48,235.92
AfterNoor,35,Friday,0,0,0,4,5,0,1,0,0,0,0,0,18.98,13.65,1.59,95.22,1017.61,0
Morning,91,Friday,0,0,0,4,5,0,1,0,0,0,0,0,18.98,13.65,1.59,95.22,1017.61,0
Noon,44,Friday,0,0,0,4,5,0,1,0,0,0,0,0,18.98,13.65,1.59,95.22,1017.61,0
Morning,61,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,14.91,14.32,2.4,93.61,1016.07,182.83
Noon,64,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,14.91,14.32,2.4,93.61,1016.07,182.83
AfterNoor,68,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0,14.82,2.48,76.35,1016.52,195.08
Noon,88,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0,14.82,2.48,76.35,1016.52,195.08
AfterNoor,34,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.47,14.39,3.01,86.18,1015.56,329.25
Morning,65,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.47,14.39,3.01,86.18,1015.56,329.25
Noon,60,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,4.47,14.39,3.01,86.18,1015.56,329.25
AfterNoor,49,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,3.82,16.19,3.32,82.59,1008.52,363.42
Morning,49,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,3.82,16.19,3.32,82.59,1008.52,363.42
Noon,51,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,3.82,16.19,3.32,82.59,1008.52,363.42
AfterNoor,46,Friday,0,0,0,4,5,0,1,0,0,0,0,0,2.74,15.15,2.7,87.12,1012,191.33
Morning,82,Friday,0,0,0,4,5,0,1,0,0,0,0,0,2.74,15.15,2.7,87.12,1012,191.33
Noon,71,Friday,0,0,0,4,5,0,1,0,0,0,0,0,2.74,15.15,2.7,87.12,1012,191.33
Morning,93,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.35,14.79,3.3,94.17,1018.09,0
Noon,120,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.35,14.79,3.3,94.17,1018.09,0
AfterNoor,71,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,13.84,1.03,82.53,1019.88,77.83
Noon,97,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,13.84,1.03,82.53,1019.88,77.83
AfterNoor,71,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.03,17.87,3.08,72.27,1011.93,187.67
Morning,66,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.03,17.87,3.08,72.27,1011.93,187.67
Noon,71,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.03,17.87,3.08,72.27,1011.93,187.67
AfterNoor,86,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.5,14.47,2.82,70.07,1013.04,596.17
Morning,59,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.5,14.47,2.82,70.07,1013.04,596.17
Noon,67,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.5,14.47,2.82,70.07,1013.04,596.17
AfterNoor,80,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,14.94,2.02,69.38,1017.69,750.08
Morning,101,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,14.94,2.02,69.38,1017.69,750.08
Noon,96,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,14.94,2.02,69.38,1017.69,750.08
Morning,139,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,14.83,2.92,72.77,1012.63,464.33
Noon,146,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0,14.83,2.92,72.77,1012.63,464.33
AfterNoor,55,Monday,0,0,0,0,6,0,0,1,0,0,0,0,7.9,12.21,4.21,82.9,1007.86,123.75
Noon,54,Monday,0,0,0,0,6,0,0,1,0,0,0,0,7.9,12.21,4.21,82.9,1007.86,123.75
AfterNoor,41,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.26,12,2.97,75.49,1016.32,611.5
Morning,60,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.26,12,2.97,75.49,1016.32,611.5
Noon,53,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0.26,12,2.97,75.49,1016.32,611.5
AfterNoor,78,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.06,12.23,2.24,73.59,1019.72,447.92
Morning,54,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.06,12.23,2.24,73.59,1019.72,447.92
Noon,54,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0.06,12.23,2.24,73.59,1019.72,447.92
AfterNoor,47,Friday,0,0,0,4,6,0,0,1,0,0,0,0,4.7,15.78,2.98,80.93,1004.94,65.58
Morning,89,Friday,0,0,0,4,6,0,0,1,0,0,0,0,4.7,15.78,2.98,80.93,1004.94,65.58
Noon,76,Friday,0,0,0,4,6,0,0,1,0,0,0,0,4.7,15.78,2.98,80.93,1004.94,65.58
Morning,105,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.79,14.91,5.33,75.34,1003.53,301.92
Noon,112,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.79,14.91,5.33,75.34,1003.53,301.92
AfterNoor,51,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0.21,17.11,2.11,77.43,1011.02,293
Noon,63,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0.21,17.11,2.11,77.43,1011.02,293
AfterNoor,14,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,38.71,16.08,1.95,96.14,1012.61,0
Morning,51,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,38.71,16.08,1.95,96.14,1012.61,0
Noon,33,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,38.71,16.08,1.95,96.14,1012.61,0
AfterNoor,66,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,17.07,2.51,80.16,1017.98,473.33
Morning,48,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,17.07,2.51,80.16,1017.98,473.33
Noon,48,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,17.07,2.51,80.16,1017.98,473.33
AfterNoor,36,Friday,0,0,0,4,6,0,0,1,0,0,0,0,8.44,16.44,2.1,87.62,1012.4,65.25
Morning,85,Friday,0,0,0,4,6,0,0,1,0,0,0,0,8.44,16.44,2.1,87.62,1012.4,65.25
Noon,34,Friday,0,0,0,4,6,0,0,1,0,0,0,0,8.44,16.44,2.1,87.62,1012.4,65.25
Morning,74,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0.21,16.59,2.25,82.17,1013.59,281.75
Noon,117,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,0.21,16.59,2.25,82.17,1013.59,281.75
AfterNoor,82,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,20.98,1.41,70.26,1018.7,800.58
Noon,87,Monday,0,0,0,0,6,0,0,1,0,0,0,0,0,20.98,1.41,70.26,1018.7,800.58
AfterNoor,51,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,23.31,2.21,64.34,1013.76,920.08
Morning,79,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,23.31,2.21,64.34,1013.76,920.08
Noon,49,Tuesday,0,0,0,1,6,0,0,1,0,0,0,0,0,23.31,2.21,64.34,1013.76,920.08
AfterNoor,43,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,24.41,1.53,64.13,1009.68,887.67
Morning,82,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,24.41,1.53,64.13,1009.68,887.67
Noon,45,Wednesday,0,0,0,2,6,0,0,1,0,0,0,0,0,24.41,1.53,64.13,1009.68,887.67
AfterNoor,65,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,18.37,3.17,65.08,1015.71,747.58
Morning,88,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,18.37,3.17,65.08,1015.71,747.58
Noon,54,Friday,0,0,0,4,6,0,0,1,0,0,0,0,0,18.37,3.17,65.08,1015.71,747.58
Morning,101,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.88,19,1.62,74.27,1012.4,637.92
Noon,128,Saturday,0,0,0,5,6,0,0,1,0,0,0,0,2.88,19,1.62,74.27,1012.4,637.92
AfterNoor,52,Monday,0,1,0,0,7,0,0,1,0,0,0,0,0,16.41,2.53,74.08,1015.88,457.17
Noon,94,Monday,0,1,0,0,7,0,0,1,0,0,0,0,0,16.41,2.53,74.08,1015.88,457.17
AfterNoor,36,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,1.72,15.85,2.98,82.73,1014.81,103.75
Morning,33,Tuesday,0,1,0,1,7,0,0,1,0,0,0,0,1.72,15.85,2.98,82.73,1014.81,103.75
Noon,38,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,1.72,15.85,2.98,82.73,1014.81,103.75
AfterNoor,54,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,5.29,15.07,2.96,81.43,1009.68,37.33
Morning,33,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,5.29,15.07,2.96,81.43,1009.68,37.33
Noon,44,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,5.29,15.07,2.96,81.43,1009.68,37.33
AfterNoor,60,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.23,16.71,2.93,83.21,1008.55,56.08
Morning,94,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.23,16.71,2.93,83.21,1008.55,56.08
Noon,64,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.23,16.71,2.93,83.21,1008.55,56.08
Morning,87,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.03,17.53,5.09,66.59,1003.6,420.5
Noon,98,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.03,17.53,5.09,66.59,1003.6,420.5
AfterNoor,90,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,17.97,1.63,70.78,1016.17,319.08
Noon,103,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,17.97,1.63,70.78,1016.17,319.08
AfterNoor,38,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,42.17,20.69,2.17,77.64,1012.09,478
Morning,80,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,42.17,20.69,2.17,77.64,1012.09,478
Noon,44,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,42.17,20.69,2.17,77.64,1012.09,478
AfterNoor,49,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.09,20.11,2.87,79.44,1014.3,448.5
Morning,72,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.09,20.11,2.87,79.44,1014.3,448.5
Noon,60,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.09,20.11,2.87,79.44,1014.3,448.5
AfterNoor,54,Friday,0,1,0,4,7,0,0,1,0,0,0,1,33.81,14.94,2.8,91.83,1012.63,20.75
Morning,41,Friday,0,1,0,4,7,0,0,1,0,0,0,1,33.81,14.94,2.8,91.83,1012.63,20.75
Noon,85,Friday,0,1,0,4,7,0,0,1,0,0,0,1,33.81,14.94,2.8,91.83,1012.63,20.75
Morning,103,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0,15.01,3.24,80.8,1012.58,396
Noon,123,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0,15.01,3.24,80.8,1012.58,396
AfterNoor,83,Monday,0,1,0,0,7,0,0,1,0,0,0,1,1.66,19.69,1.92,74.42,1009.18,556.75
Noon,104,Monday,0,1,0,0,7,0,0,1,0,0,0,1,1.66,19.69,1.92,74.42,1009.18,556.75
AfterNoor,50,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,1.59,18.25,4.67,80.25,1011.01,395.33
Morning,75,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,1.59,18.25,4.67,80.25,1011.01,395.33
Noon,54,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,1.59,18.25,4.67,80.25,1011.01,395.33
AfterNoor,69,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,19.37,2.38,78.11,1019.84,517.83
Morning,61,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,19.37,2.38,78.11,1019.84,517.83
Noon,58,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0.06,19.37,2.38,78.11,1019.84,517.83
AfterNoor,47,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.1,24.28,1.42,67.24,1016.49,667
Morning,122,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.1,24.28,1.42,67.24,1016.49,667
Noon,86,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.1,24.28,1.42,67.24,1016.49,667
Morning,102,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.17,24.96,1.79,69.14,1007.76,743.58
Noon,92,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0.17,24.96,1.79,69.14,1007.76,743.58
AfterNoor,84,Monday,0,1,1,0,7,0,0,1,0,0,0,1,0,20.72,3.13,72.1,1016.31,623.17
Noon,100,Monday,0,1,1,0,7,0,0,1,0,0,0,1,0,20.72,3.13,72.1,1016.31,623.17
AfterNoor,60,Tuesday,0,1,0,1,7,0,0,1,0,0,1,1,5.02,19.06,3.73,85.14,1017.05,208.58
Morning,71,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,5.02,19.06,3.73,85.14,1017.05,208.58
Noon,67,Tuesday,0,1,0,1,7,0,0,1,0,0,1,1,5.02,19.06,3.73,85.14,1017.05,208.58
AfterNoor,77,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.89,1.75,74.47,1020.15,511.5
Morning,48,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.89,1.75,74.47,1020.15,511.5
Noon,67,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,0,18.89,1.75,74.47,1020.15,511.5
AfterNoor,52,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.63,20.43,2.7,76.84,1010.72,302.08
Morning,114,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.63,20.43,2.7,76.84,1010.72,302.08
Noon,83,Friday,0,1,0,4,7,0,0,1,0,0,0,1,0.63,20.43,2.7,76.84,1010.72,302.08
Morning,84,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0,18.95,1.69,73.1,1014.22,168.67
Noon,121,Saturday,0,1,0,5,7,0,0,1,0,0,0,1,0,18.95,1.69,73.1,1014.22,168.67
AfterNoor,57,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,21.49,1.98,67.15,1020.98,861.08
Noon,95,Monday,0,1,0,0,7,0,0,1,0,0,0,1,0,21.49,1.98,67.15,1020.98,861.08
AfterNoor,39,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,24.53,1.32,64.58,1015.32,819.42
Morning,74,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,24.53,1.32,64.58,1015.32,819.42
Noon,68,Tuesday,0,1,0,1,7,0,0,1,0,0,0,1,0,24.53,1.32,64.58,1015.32,819.42
AfterNoor,63,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,4.09,22.91,1.96,82.92,1013.33,268.33
Morning,54,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,4.09,22.91,1.96,82.92,1013.33,268.33
Noon,72,Wednesday,0,1,0,2,7,0,0,1,0,0,0,1,4.09,22.91,1.96,82.92,1013.33,268.33
AfterNoor,73,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,21.12,1.22,86.07,1011.45,394.17
Morning,71,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,21.12,1.22,86.07,1011.45,394.17
Noon,64,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0,21.12,1.22,86.07,1011.45,394.17
Morning,87,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,9.13,20.17,3.09,83.4,1011.92,141.5
Noon,106,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,9.13,20.17,3.09,83.4,1011.92,141.5
AfterNoor,65,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,20.17,2.09,74.41,1013.59,814.42
Noon,81,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,20.17,2.09,74.41,1013.59,814.42
AfterNoor,50,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,22.7,1.9,71.46,1009.82,817.5
Morning,66,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,22.7,1.9,71.46,1009.82,817.5
Noon,54,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0,22.7,1.9,71.46,1009.82,817.5
AfterNoor,74,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0.76,19.75,2.42,75.21,1012.49,299.92
Morning,47,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0.76,19.75,2.42,75.21,1012.49,299.92
Noon,53,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,0.76,19.75,2.42,75.21,1012.49,299.92
AfterNoor,59,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0.63,21.62,3.96,72.32,1014.72,308
Morning,115,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0.63,21.62,3.96,72.32,1014.72,308
Noon,74,Friday,0,1,0,4,8,0,0,1,0,0,0,1,0.63,21.62,3.96,72.32,1014.72,308
Morning,78,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,20.81,2.7,72.29,1019.94,690.42
Noon,99,Saturday,0,1,0,5,8,0,0,1,0,0,0,1,0,20.81,2.7,72.29,1019.94,690.42
AfterNoor,37,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,25.93,1.88,70.01,1009.9,752
Noon,61,Monday,0,1,0,0,8,0,0,1,0,0,0,1,0,25.93,1.88,70.01,1009.9,752
AfterNoor,39,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0.03,24.77,2.04,76.52,1008.69,709.5
Morning,53,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0.03,24.77,2.04,76.52,1008.69,709.5
Noon,38,Tuesday,0,1,0,1,8,0,0,1,0,0,0,1,0.03,24.77,2.04,76.52,1008.69,709.5
AfterNoor,60,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,23.57,20.38,1.72,85.31,1012.16,109.25
Morning,46,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,23.57,20.38,1.72,85.31,1012.16,109.25
Noon,39,Wednesday,0,1,0,2,8,0,0,1,0,0,0,1,23.57,20.38,1.72,85.31,1012.16,109.25
AfterNoor,80,Friday,0,1,1,4,8,0,0,1,0,0,0,1,3.92,19.95,2.28,87.69,1014.43,6.83
Morning,107,Friday,0,1,1,4,8,0,0,1,0,0,0,1,3.92,19.95,2.28,87.69,1014.43,6.83
Noon,79,Friday,0,1,1,4,8,0,0,1,0,0,0,1,3.92,19.95,2.28,87.69,1014.43,6.83
Morning,65,Saturday,0,1,0,5,8,0,0,1,0,0,1,1,3.32,20.63,1.41,82.57,1011.89,320.08
