time_segment,VisitorCount,DayOfWeek,is_official_holiday,is_school_holiday,is_bridge_day,Weekday,Month,Winter,Spring,Summer,Autumn,after_holiday,after_bridge,after_school_holiday,precip_quantity,temp_avg,wind_speed_10m,humidity_rel_shelter_avg,pressure,sun_duration
AfterNoor,46,Friday,0,1,0,4,1,1,0,0,0,0,0,0,0.12,3.9,2.48,92.28,1037.73,0
Morning,123,Friday,0,1,0,4,1,1,0,0,0,0,0,0,0.12,3.9,2.48,92.28,1037.73,0
Noon,83,Friday,0,1,0,4,1,1,0,0,0,0,0,0,0.12,3.9,2.48,92.28,1037.73,0
Morning,100,Saturday,0,1,0,5,1,1,0,0,0,0,0,1,2.52,5.92,3.5,97.87,1033.61,0
Noon,84,Saturday,0,1,0,5,1,1,0,0,0,0,0,1,2.52,5.92,3.5,97.87,1033.61,0
AfterNoor,25,Monday,0,0,0,0,1,1,0,0,0,0,0,1,3.01,6.43,3.12,97.35,1029.72,0
Noon,66,Monday,0,0,0,0,1,1,0,0,0,0,0,1,3.01,6.43,3.12,97.35,1029.72,0
AfterNoor,14,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.54,6.92,5.88,83.14,1020.15,35.17
Morning,34,Tuesday,0,0,0,1,1,1,0,0,0,0,0,1,2.54,6.92,5.88,83.14,1020.15,35.17
Noon,29,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.54,6.92,5.88,83.14,1020.15,35.17
AfterNoor,33,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.38,4.51,3.68,80.95,1021.34,205.25
Morning,44,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.38,4.51,3.68,80.95,1021.34,205.25
Noon,44,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.38,4.51,3.68,80.95,1021.34,205.25
AfterNoor,18,Friday,0,0,0,4,1,1,0,0,0,0,0,0,2.97,5.79,2.94,97.17,1025.23,10
Morning,53,Friday,0,0,0,4,1,1,0,0,0,0,0,0,2.97,5.79,2.94,97.17,1025.23,10
Noon,49,Friday,0,0,0,4,1,1,0,0,0,0,0,0,2.97,5.79,2.94,97.17,1025.23,10
Morning,81,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,1.97,7.26,4.19,92.25,1019.21,0
Noon,62,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,1.97,7.26,4.19,92.25,1019.21,0
AfterNoor,29,Monday,0,0,0,0,1,1,0,0,0,0,0,0,1.93,6.16,3.76,85.77,1015.79,171.75
Noon,40,Monday,0,0,0,0,1,1,0,0,0,0,0,0,1.93,6.16,3.76,85.77,1015.79,171.75
AfterNoor,26,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0.51,6.02,3.89,90.53,1018.43,97.67
Morning,51,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0.51,6.02,3.89,90.53,1018.43,97.67
Noon,43,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0.51,6.02,3.89,90.53,1018.43,97.67
AfterNoor,24,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.02,6.13,5.21,84.7,1007.92,0
Morning,38,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.02,6.13,5.21,84.7,1007.92,0
Noon,40,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.02,6.13,5.21,84.7,1007.92,0
AfterNoor,23,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.06,0.2,1.56,99.5,1018.28,61.75
Morning,49,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.06,0.2,1.56,99.5,1018.28,61.75
Noon,35,Friday,0,0,0,4,1,1,0,0,0,0,0,0,0.06,0.2,1.56,99.5,1018.28,61.75
Morning,64,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0.04,-0.5,2.36,88.14,1013.99,435.58
Noon,99,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,0.04,-0.5,2.36,88.14,1013.99,435.58
AfterNoor,28,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0.03,-2.7,1.19,88.53,1021.02,448
Noon,32,Monday,0,0,0,0,1,1,0,0,0,0,0,0,0.03,-2.7,1.19,88.53,1021.02,448
AfterNoor,1,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.18,-1.21,3.11,91.85,1004.65,0
Morning,14,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.18,-1.21,3.11,91.85,1004.65,0
Noon,9,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,2.18,-1.21,3.11,91.85,1004.65,0
AfterNoor,18,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0.12,-0.83,2.42,89.98,999.7,254.17
Morning,16,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0.12,-0.83,2.42,89.98,999.7,254.17
Noon,23,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,0.12,-0.83,2.42,89.98,999.7,254.17
AfterNoor,10,Friday,0,0,0,4,1,1,0,0,0,0,0,0,1.37,0.97,3.04,98.82,1013.11,0
Morning,30,Friday,0,0,0,4,1,1,0,0,0,0,0,0,1.37,0.97,3.04,98.82,1013.11,0
Noon,24,Friday,0,0,0,4,1,1,0,0,0,0,0,0,1.37,0.97,3.04,98.82,1013.11,0
Morning,54,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,1.7,6.97,4.68,95.85,1003.87,0.08
Noon,51,Saturday,0,0,0,5,1,1,0,0,0,0,0,0,1.7,6.97,4.68,95.85,1003.87,0.08
AfterNoor,14,Monday,0,0,0,0,1,1,0,0,0,0,0,0,18.91,3.44,5.19,92.48,998.56,139.67
Noon,43,Monday,0,0,0,0,1,1,0,0,0,0,0,0,18.91,3.44,5.19,92.48,998.56,139.67
AfterNoor,13,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,1.9,2.82,84.94,1001.59,321.92
Morning,33,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,1.9,2.82,84.94,1001.59,321.92
Noon,30,Tuesday,0,0,0,1,1,1,0,0,0,0,0,0,0,1.9,2.82,84.94,1001.59,321.92
AfterNoor,14,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.14,0.72,2.34,,993.07,12.42
Morning,19,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.14,0.72,2.34,94.61,993.07,12.42
Noon,13,Wednesday,0,0,0,2,1,1,0,0,0,0,0,0,1.14,0.72,2.34,94.61,993.07,12.42
AfterNoor,17,Friday,0,0,0,4,2,1,0,0,0,0,0,0,3.3,2.43,1.97,98.74,987.61,69.75
Morning,29,Friday,0,0,0,4,2,1,0,0,0,0,0,0,3.3,2.43,1.97,98.74,987.61,69.75
Noon,30,Friday,0,0,0,4,2,1,0,0,0,0,0,0,3.3,2.43,1.97,98.74,987.61,69.75
Morning,44,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,13.38,2.66,2.48,99.68,999.52,0
Noon,56,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,13.38,2.66,2.48,99.68,999.52,0
AfterNoor,27,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0.92,2.47,4.58,87.49,1023.79,0
Noon,49,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0.92,2.47,4.58,87.49,1023.79,0
AfterNoor,17,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0.21,4.1,2.73,92.96,1025.7,55.83
Morning,29,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0.21,4.1,2.73,92.96,1025.7,55.83
Noon,38,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0.21,4.1,2.73,92.96,1025.7,55.83
AfterNoor,32,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,4.47,5.77,3.03,91.9,1019.62,0
Morning,31,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,4.47,5.77,3.03,91.9,1019.62,0
Noon,24,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,4.47,5.77,3.03,91.9,1019.62,0
AfterNoor,24,Friday,0,0,0,4,2,1,0,0,0,0,0,0,2.91,8.57,6.71,85.43,1006.46,0
Morning,55,Friday,0,0,0,4,2,1,0,0,0,0,0,0,2.91,8.57,6.71,85.43,1006.46,0
Noon,32,Friday,0,0,0,4,2,1,0,0,0,0,0,0,2.91,8.57,6.71,85.43,1006.46,0
Morning,55,Saturday,0,0,0,5,2,1,0,,0,0,0,0,2.11,8.71,6.35,78.72,1003.74,174
Noon,72,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,2.11,8.71,6.35,78.72,1003.74,174
AfterNoor,24,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,4.52,3.25,87.79,1020.93,178.83
Noon,47,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,4.52,3.25,87.79,1020.93,178.83
AfterNoor,39,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,,4.1,2.55,89.95,1033.72,198.25
Morning,21,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0.03,4.1,2.55,89.95,1033.72,198.25
Noon,44,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0.03,4.1,2.55,89.95,1033.72,198.25
AfterNoor,17,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,4.46,2.43,82.58,1035.04,476.75
Morning,30,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,4.46,2.43,82.58,1035.04,476.75
Noon,23,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,4.46,2.43,82.58,1035.04,476.75
AfterNoor,52,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,6.12,1.35,74.83,1028.67,544.83
Morning,81,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,6.12,1.35,74.83,1028.67,544.83
Noon,66,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,6.12,1.35,74.83,1028.67,544.83
Morning,93,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,0,5.41,1.47,80.9,1024.54,519.42
Noon,110,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,0,5.41,1.47,80.9,1024.54,519.42
AfterNoor,49,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,7.67,1.71,73.08,1016.29,530.42
Noon,86,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,7.67,1.71,73.08,1016.29,530.42
AfterNoor,36,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.26,3.3,80.02,1018.95,381.25
Morning,69,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.26,3.3,80.02,1018.95,381.25
Noon,52,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.26,3.3,80.02,1018.95,381.25
AfterNoor,49,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,7.07,2.29,80.84,1022.19,405.33
Morning,55,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,7.07,2.29,80.84,1022.19,405.33
Noon,50,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,7.07,2.29,80.84,1022.19,405.33
AfterNoor,40,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,8.93,1.64,93.75,1035,11.08
Morning,66,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,8.93,1.64,93.75,1035,11.08
Noon,45,Friday,0,0,0,4,2,1,0,0,0,0,0,0,0,8.93,1.64,93.75,1035,11.08
Morning,80,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,0,7.45,2.04,82.98,1035.52,573.08
Noon,108,Saturday,0,0,0,5,2,1,0,0,0,0,0,0,0,7.45,2.04,82.98,1035.52,573.08
AfterNoor,46,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,8.89,1.3,60.55,1035.84,583.58
Noon,80,Monday,0,0,0,0,2,1,0,0,0,0,0,0,0,8.89,1.3,60.55,1035.84,583.58
AfterNoor,50,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.1,1.05,74.82,1032.56,588.17
Morning,60,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.1,1.05,74.82,1032.56,588.17
Noon,62,Tuesday,0,0,0,1,2,1,0,0,0,0,0,0,0,8.1,1.05,74.82,1032.56,588.17
AfterNoor,57,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,8.63,1.39,75.68,1024.45,585.42
Morning,56,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,8.63,1.39,75.68,1024.45,585.42
Noon,63,Wednesday,0,0,0,2,2,1,0,0,0,0,0,0,0,8.63,1.39,75.68,1024.45,585.42
AfterNoor,34,Friday,0,0,0,4,3,0,1,0,0,0,0,0,4.73,7.33,3.32,93,1015.85,7.92
Morning,60,Friday,0,0,0,4,3,0,1,0,0,0,0,0,4.73,7.33,3.32,93,1015.85,7.92
Noon,33,Friday,0,0,0,4,3,0,1,0,0,0,0,0,4.73,7.33,3.32,93,,7.92
Morning,110,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0.08,8.95,3.75,88.1,1012.91,41.58
Noon,90,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0.08,8.95,3.75,88.1,1012.91,41.58
AfterNoor,44,Monday,0,1,0,0,3,0,1,0,0,0,0,0,4.95,9.12,7.06,73.06,994.51,142.5
Noon,54,Monday,0,1,0,0,3,0,1,0,0,0,0,0,4.95,9.12,7.06,73.06,994.51,142.5
AfterNoor,24,Tuesday,0,1,0,1,3,0,1,0,0,0,0,1,1.62,7.53,4.61,81.7,1005.07,242.5
Morning,50,Tuesday,0,1,0,1,3,0,1,0,0,0,0,0,1.62,7.53,4.61,81.7,1005.07,242.5
Noon,50,Tuesday,0,1,0,1,3,0,1,0,0,0,0,1,1.62,7.53,4.61,81.7,1005.07,242.5
AfterNoor,32,Wednesday,0,1,0,2,3,0,1,0,0,0,0,1,0.23,10.83,4.54,79.02,996.64,0
Morning,47,Wednesday,0,1,0,2,3,0,1,0,0,0,0,1,0.23,10.83,4.54,79.02,996.64,0
Noon,55,Wednesday,0,1,0,2,3,0,1,0,0,0,0,1,0.23,10.83,4.54,79.02,996.64,0
AfterNoor,60,Friday,0,1,0,4,3,0,1,0,0,0,0,1,2.57,8.74,4.57,76.4,1010.24,367.75
Morning,78,Friday,0,1,0,4,3,0,1,0,0,0,0,1,2.57,8.74,4.57,76.4,1010.24,367.75
Noon,66,Friday,0,1,0,4,3,0,1,0,0,0,0,1,2.57,8.74,4.57,76.4,1010.24,367.75
Morning,85,Saturday,0,1,0,5,3,0,1,0,0,0,0,1,1.36,10.22,6.04,79.18,1011.36,41.17
Noon,95,Saturday,0,1,0,5,3,0,1,0,0,0,0,1,1.36,10.22,6.04,79.18,1011.36,41.17
AfterNoor,24,Monday,0,0,0,0,3,0,1,0,0,0,0,1,2.26,5.7,5.62,74.13,1020.13,174.83
Noon,40,Monday,0,0,0,0,3,0,1,0,0,0,0,1,2.26,5.7,5.62,74.13,1020.13,174.83
AfterNoor,25,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,1.89,7.66,6.53,69.87,1010.55,106.5
Morning,32,Tuesday,0,0,0,1,3,0,1,0,0,0,0,1,1.89,7.66,6.53,69.87,1010.55,106.5
Noon,30,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,1.89,7.66,6.53,69.87,1010.55,106.5
AfterNoor,29,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,6.4,7.3,6.35,81.45,1005.58,
Morning,39,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,6.4,7.3,6.35,81.45,1005.58,23.83
Noon,25,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,6.4,7.3,6.35,81.45,1005.58,23.83
AfterNoor,29,Friday,0,0,0,4,3,0,1,0,0,0,0,0,12.83,10.52,5.72,90,1006.14,0
Morning,44,Friday,0,0,0,4,3,0,1,0,0,0,0,0,12.83,10.52,5.72,90,1006.14,0
Noon,31,Friday,0,0,0,4,3,0,1,0,0,0,0,0,12.83,10.52,5.72,90,1006.14,0
Morning,69,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,2.57,11,6.66,79.71,1005.68,10.67
Noon,75,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,2.57,11,6.66,79.71,1005.68,10.67
AfterNoor,37,Monday,0,0,0,0,3,0,1,0,0,0,0,0,0.03,5.16,3.11,79.69,1018.61,507.25
Noon,70,Monday,0,0,0,0,3,0,1,0,0,0,0,0,0.03,5.16,3.11,79.69,1018.61,507.25
AfterNoor,26,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,5.74,1.65,82.29,1027.7,340.25
Morning,81,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,5.74,1.65,82.29,1027.7,340.25
Noon,40,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,5.74,1.65,82.29,1027.7,340.25
AfterNoor,53,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,9.81,1.99,83.12,1032.51,278.5
Morning,58,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,9.81,1.99,83.12,1032.51,278.5
Noon,52,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,9.81,1.99,83.12,1032.51,278.5
AfterNoor,86,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.81,1.86,81.31,1028.33,537
Morning,93,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.81,1.86,81.31,1028.33,537
Noon,75,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.81,1.86,81.31,1028.33,537
Morning,139,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0,9.7,1.98,84.84,1029.39,0
Noon,140,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0,9.7,1.98,84.84,1029.39,0
AfterNoor,44,Monday,0,0,0,0,3,0,1,0,0,0,0,0,0.95,7.64,5.13,75.41,1026.1,204.83
Noon,79,Monday,0,0,0,0,3,0,1,0,0,0,0,0,0.95,7.64,5.13,75.41,1026.1,204.83
AfterNoor,52,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,7.57,2.36,75.14,1031.58,207.92
Morning,62,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,7.57,2.36,75.14,1031.58,207.92
Noon,53,Tuesday,0,0,0,1,3,0,1,0,0,0,0,0,0,7.57,2.36,75.14,1031.58,207.92
AfterNoor,67,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,8.29,1.14,77.45,1033.15,102.5
Morning,58,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,8.29,1.14,77.45,1033.15,102.5
Noon,60,Wednesday,0,0,0,2,3,0,1,0,0,0,0,0,0,,1.14,77.45,1033.15,102.5
AfterNoor,91,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.87,1.36,77.42,1028.36,707.67
Morning,103,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.87,1.36,77.42,1028.36,707.67
Noon,84,Friday,0,0,0,4,3,0,1,0,0,0,0,0,0,9.87,1.36,77.42,1028.36,707.67
Morning,171,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0,12.11,1.94,69.82,1020.7,540.5
Noon,162,Saturday,0,0,0,5,3,0,1,0,0,0,0,0,0,12.11,1.94,69.82,1020.7,540.5
AfterNoor,82,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,9.16,3.32,64.25,1018.46,716.08
Noon,111,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,9.16,3.32,64.25,1018.46,716.08
AfterNoor,38,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,9.07,9.75,3.11,80.25,1004.43,187
Morning,69,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,9.07,9.75,3.11,80.25,10024.43,187
Noon,48,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,9.07,9.75,3.11,80.25,1004.43,187
AfterNoor,32,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,3.74,6.46,2.29,84.85,999.98,242.92
Morning,42,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,3.74,6.46,2.29,874.85,999.98,242.92
Noon,30,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,3.74,6.46,2.29,84.85,999.98,242.92
AfterNoor,55,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,7.79,2.53,76.41,1004.57,613.5
Morning,79,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,7.79,2.53,76.41,1004.57,613.5
Noon,66,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,7.79,2.53,76.41,1004.57,613.5
Morning,107,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,0,10.63,2.08,77.13,1003.57,316.75
Noon,159,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,0,10.63,2.08,77.13,1003.57,316.75
AfterNoor,64,Monday,0,1,0,0,4,0,1,0,0,0,0,0,1.09,10.75,1.71,93.36,1009.67,120.08
Noon,102,Monday,0,1,0,0,4,0,1,0,0,0,0,0,1.09,10.75,1.71,93.36,1009.67,120.08
AfterNoor,65,Tuesday,0,1,0,1,4,0,1,0,0,0,0,1,0.59,11.21,2.63,79.07,1010.7,8
Morning,57,Tuesday,0,1,0,1,4,0,1,0,0,0,0,0,0.59,11.21,2.63,79.07,1010.7,8
Noon,50,Tuesday,0,1,0,1,4,0,1,0,0,0,0,1,0.59,11.21,2.63,79.07,1010.7,8
AfterNoor,65,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,8.61,4.1,59.62,1015.54,732.83
Morning,75,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,8.61,4.1,59.62,1015.54,732.83
Noon,66,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,8.61,4.1,59.62,1015.54,732.83
AfterNoor,47,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0,5.29,3.06,58.87,1024.33,260.25
Morning,109,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0,5.29,3.06,58.87,1024.33,260.25
Noon,82,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0,5.29,3.06,58.87,1024.33,260.25
Morning,97,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,3.9,3,67.31,1024.32,606.33
Noon,126,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,3.9,3,67.31,1024.32,606.33
AfterNoor,67,Monday,0,1,0,0,4,0,1,0,0,0,0,1,0,9.64,3.43,66.38,1020.71,754.92
Noon,75,Monday,0,1,0,0,4,0,1,0,0,0,0,1,0,9.64,3.43,66.38,1020.71,754.92
AfterNoor,61,Tuesday,0,1,0,1,4,0,1,0,0,0,0,1,0.03,13.01,3.04,61.99,1014.89,572.42
Morning,87,Tuesday,0,1,0,1,4,0,1,0,0,0,0,1,0.03,13.01,3.04,61.99,1014.89,572.42
Noon,66,Tuesday,0,1,0,1,4,0,1,0,0,0,0,1,0.03,13.01,3.04,61.99,1014.89,572.42
AfterNoor,71,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,12.51,1.62,78.7,1020.01,50
Morning,62,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,12.51,1.62,78.7,1020.01,50
Noon,66,Wednesday,0,1,0,2,4,0,1,0,0,0,0,1,0,12.51,1.62,78.7,1020.01,50
AfterNoor,75,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0.03,17.34,2.91,48.1,1025.86,783.83
Morning,107,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0.03,17.34,2.91,48.1,1025.86,783.83
Noon,95,Friday,0,1,0,4,4,0,1,0,0,0,0,1,0.03,17.34,2.91,48.1,1025.86,783.83
Morning,117,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,17.08,2.31,51.84,1026.36,802.67
Noon,114,Saturday,0,1,0,5,4,0,1,0,0,0,0,1,0,17.08,2.31,51.84,1026.36,802.67
AfterNoor,70,Tuesday,0,0,0,1,4,0,1,0,0,0,0,1,0.1,16.29,3.45,54.1,996.83,533.58
Morning,67,Tuesday,0,0,0,1,4,0,1,0,0,0,0,1,0.1,16.29,3.45,54.1,996.83,533.58
Noon,63,Tuesday,0,0,0,1,4,0,1,0,0,0,0,1,0.1,16.29,3.45,54.1,996.83,533.58
AfterNoor,70,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,6.01,15.63,3.55,74.68,998.13,463.58
Morning,81,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,6.01,15.63,73.55,74.68,998.13,463.58
Noon,72,Wednesday,0,0,0,2,4,0,1,0,0,0,0,0,6.01,15.63,3.55,74.68,998.13,463.58
AfterNoor,53,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,13.01,3.03,70.87,1011.94,572.25
Morning,72,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,13.01,3.03,70.87,1011.94,572.25
Noon,66,Friday,0,0,0,4,4,0,1,0,0,0,0,0,0,13.01,3.03,70.87,1011.94,572.25
Morning,96,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,1.15,10.94,4.66,72.21,1011.57,191.92
Noon,120,Saturday,0,0,0,5,4,0,1,0,0,0,0,0,1.15,10.94,4.66,72.21,1011.57,191.92
AfterNoor,64,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,10.25,1.67,77.87,1023.87,472.5
Noon,64,Monday,0,0,0,0,4,0,1,0,0,0,0,0,0,10.25,1.67,77.87,1023.87,472.5
AfterNoor,69,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,0.03,11.95,2.23,79.02,1022.19,105
Morning,76,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,0.03,11.95,2.23,79.02,1022.19,105
Noon,71,Tuesday,0,0,0,1,4,0,1,0,0,0,0,0,0.03,11.95,2.23,79.02,1022.19,105
AfterNoor,61,Friday,0,0,0,4,5,0,1,0,0,0,0,0,4.35,9.45,2.08,81.17,1012.38,84.67
Morning,116,Friday,0,0,0,4,5,0,1,0,0,0,0,0,4.35,9.45,2.08,81.17,1012.38,84.67
Noon,98,Friday,0,0,0,4,5,0,1,0,0,0,0,0,4.35,9.45,2.08,81.17,1012.38,84.67
Morning,95,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,4.67,6.61,3.47,78.94,1012.99,513.17
Noon,108,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,4.67,6.61,3.47,78.94,1012.99,513.17
AfterNoor,31,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0.3,7.52,2.46,76.35,1020.51,56.58
Noon,62,Monday,0,0,0,0,5,0,1,0,0,0,0,0,0.3,7.52,2.46,76.35,1020.51,56.58
AfterNoor,61,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,9.3,1.64,68.38,1015.24,350.5
Morning,62,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,9.3,1.64,68.38,1015.24,350.5
Noon,54,Tuesday,0,0,0,1,5,0,1,0,0,0,0,0,0,9.3,1.64,68.38,1015.24,350.5
AfterNoor,32,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.66,10.97,2.97,82.98,998.42,20.08
Morning,52,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.66,10.97,2.97,82.98,998.42,20.08
Noon,38,Wednesday,0,0,0,2,5,0,1,0,0,0,0,0,1.66,10.97,2.97,82.98,998.42,20.08
AfterNoor,50,Friday,0,0,0,4,5,0,1,0,0,0,0,0,14.11,11.28,2.05,88.46,1008.55,157.75
Morning,67,Friday,0,0,0,4,5,0,1,0,0,0,0,0,14.11,11.28,2.05,88.46,1008.55,157.75
Noon,45,Friday,0,0,0,4,5,0,1,0,0,0,0,0,14.11,11.28,2.05,88.46,1008.55,157.75
Morning,120,Saturday,0,0,0,5,5,0,1,0,0,0,0,0,0,11.67,3.35,73.21,1016.42,581.08
